,count,distance,region,service,group,time,colors,bins
1,1353.0,2.0,Western Hutt Hills,fuel_station,population,4,#22A784,2-4
2,3339.0,4.0,Western Hutt Hills,fuel_station,population,4,#29788E,4-6
3,1731.0,6.0,Western Hutt Hills,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Western Hutt Hills,fuel_station,population,4,#440154,8+
5,0.0,,Western Hutt Hills,fuel_station,population,4,black,isolated
0,12684.0,0.0,Karori,fuel_station,population,4,#79D151,0-2
1,5022.0,2.0,Karori,fuel_station,population,4,#22A784,2-4
2,0.0,4.0,Karori,fuel_station,population,4,#29788E,4-6
3,0.0,6.0,Karori,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Karori,fuel_station,population,4,#440154,8+
5,0.0,,Karori,fuel_station,population,4,black,isolated
0,12390.0,0.0,Johnsonville,fuel_station,population,4,#79D151,0-2
1,14985.0,2.0,Johnsonville,fuel_station,population,4,#22A784,2-4
2,3315.0,4.0,Johnsonville,fuel_station,population,4,#29788E,4-6
3,0.0,6.0,Johnsonville,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Johnsonville,fuel_station,population,4,#440154,8+
5,0.0,,Johnsonville,fuel_station,population,4,black,isolated
0,5649.0,0.0,Newtown,fuel_station,population,4,#79D151,0-2
1,24813.0,2.0,Newtown,fuel_station,population,4,#22A784,2-4
2,7986.0,4.0,Newtown,fuel_station,population,4,#29788E,4-6
3,165.0,6.0,Newtown,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Newtown,fuel_station,population,4,#440154,8+
5,0.0,,Newtown,fuel_station,population,4,black,isolated
0,0.0,0.0,Stokes Valley,fuel_station,population,4,#79D151,0-2
1,945.0,2.0,Stokes Valley,fuel_station,population,4,#22A784,2-4
2,6375.0,4.0,Stokes Valley,fuel_station,population,4,#29788E,4-6
3,1296.0,6.0,Stokes Valley,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Stokes Valley,fuel_station,population,4,#440154,8+
5,0.0,,Stokes Valley,fuel_station,population,4,black,isolated
0,0.0,0.0,Eastbourne,fuel_station,population,4,#79D151,0-2
1,0.0,2.0,Eastbourne,fuel_station,population,4,#22A784,2-4
2,0.0,4.0,Eastbourne,fuel_station,population,4,#29788E,4-6
3,0.0,6.0,Eastbourne,fuel_station,population,4,#404387,6-8
4,1308.0,8.0,Eastbourne,fuel_station,population,4,#440154,8+
5,0.0,,Eastbourne,fuel_station,population,4,black,isolated
0,4503.0,0.0,Tawa,fuel_station,population,4,#79D151,0-2
1,6306.0,2.0,Tawa,fuel_station,population,4,#22A784,2-4
2,597.0,4.0,Tawa,fuel_station,population,4,#29788E,4-6
3,0.0,6.0,Tawa,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Tawa,fuel_station,population,4,#440154,8+
5,0.0,,Tawa,fuel_station,population,4,black,isolated
0,4761.0,0.0,Wellington Western Suburbs,fuel_station,population,4,#79D151,0-2
1,13704.0,2.0,Wellington Western Suburbs,fuel_station,population,4,#22A784,2-4
2,294.0,4.0,Wellington Western Suburbs,fuel_station,population,4,#29788E,4-6
3,0.0,6.0,Wellington Western Suburbs,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Wellington Western Suburbs,fuel_station,population,4,#440154,8+
5,0.0,,Wellington Western Suburbs,fuel_station,population,4,black,isolated
0,6771.0,0.0,Wellington Southern Suburbs,fuel_station,population,4,#79D151,0-2
1,2079.0,2.0,Wellington Southern Suburbs,fuel_station,population,4,#22A784,2-4
2,741.0,4.0,Wellington Southern Suburbs,fuel_station,population,4,#29788E,4-6
3,0.0,6.0,Wellington Southern Suburbs,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Wellington Southern Suburbs,fuel_station,population,4,#440154,8+
5,0.0,,Wellington Southern Suburbs,fuel_station,population,4,black,isolated
0,138.0,0.0,Wellington Airport,fuel_station,population,4,#79D151,0-2
1,0.0,2.0,Wellington Airport,fuel_station,population,4,#22A784,2-4
2,0.0,4.0,Wellington Airport,fuel_station,population,4,#29788E,4-6
3,0.0,6.0,Wellington Airport,fuel_station,population,4,#404387,6-8
4,0.0,8.0,Wellington Airport,fuel_station,population,4,#440154,8+
5,0.0,,Wellington Airport,fuel_station,population,4,black,isolated
0,193314.0,0.0,All,health_services,population,4,#79D151,0-2
1,100026.0,2.0,All,health_services,population,4,#22A784,2-4
2,47442.0,4.0,All,health_services,population,4,#29788E,4-6
3,14802.0,6.0,All,health_services,population,4,#404387,6-8
4,28260.0,8.0,All,health_services,population,4,#440154,8+
5,0.0,,All,health_services,population,4,black,isolated
0,17820.0,0.0,Kapiti Coast,health_services,population,4,#79D151,0-2
1,13839.0,2.0,Kapiti Coast,health_services,population,4,#22A784,2-4
2,5073.0,4.0,Kapiti Coast,health_services,population,4,#29788E,4-6
3,996.0,6.0,Kapiti Coast,health_services,population,4,#404387,6-8
4,2211.0,8.0,Kapiti Coast,health_services,population,4,#440154,8+
5,0.0,,Kapiti Coast,health_services,population,4,black,isolated
0,0.0,0.0,Levin,health_services,population,4,#79D151,0-2
1,0.0,2.0,Levin,health_services,population,4,#22A784,2-4
2,0.0,4.0,Levin,health_services,population,4,#29788E,4-6
3,0.0,6.0,Levin,health_services,population,4,#404387,6-8
4,5535.0,8.0,Levin,health_services,population,4,#440154,8+
5,0.0,,Levin,health_services,population,4,black,isolated
0,0.0,0.0,Miramar,health_services,population,4,#79D151,0-2
1,10947.0,2.0,Miramar,health_services,population,4,#22A784,2-4
2,3396.0,4.0,Miramar,health_services,population,4,#29788E,4-6
3,0.0,6.0,Miramar,health_services,population,4,#404387,6-8
4,0.0,8.0,Miramar,health_services,population,4,#440154,8+
5,0.0,,Miramar,health_services,population,4,black,isolated
0,14805.0,0.0,Upper Hutt,health_services,population,4,#79D151,0-2
1,10836.0,2.0,Upper Hutt,health_services,population,4,#22A784,2-4
2,8994.0,4.0,Upper Hutt,health_services,population,4,#29788E,4-6
3,2505.0,6.0,Upper Hutt,health_services,population,4,#404387,6-8
4,4647.0,8.0,Upper Hutt,health_services,population,4,#440154,8+
5,0.0,,Upper Hutt,health_services,population,4,black,isolated
0,0.0,0.0,Wainuiomata,health_services,population,4,#79D151,0-2
1,0.0,2.0,Wainuiomata,health_services,population,4,#22A784,2-4
2,3366.0,4.0,Wainuiomata,health_services,population,4,#29788E,4-6
3,6921.0,6.0,Wainuiomata,health_services,population,4,#404387,6-8
4,7398.0,8.0,Wainuiomata,health_services,population,4,#440154,8+
5,0.0,,Wainuiomata,health_services,population,4,black,isolated
0,22044.0,0.0,Wellington RORO & CBD,health_services,population,4,#79D151,0-2
1,1755.0,2.0,Wellington RORO & CBD,health_services,population,4,#22A784,2-4
2,0.0,4.0,Wellington RORO & CBD,health_services,population,4,#29788E,4-6
3,0.0,6.0,Wellington RORO & CBD,health_services,population,4,#404387,6-8
4,0.0,8.0,Wellington RORO & CBD,health_services,population,4,#440154,8+
5,0.0,,Wellington RORO & CBD,health_services,population,4,black,isolated
0,2139.0,0.0,Porirua North,health_services,population,4,#79D151,0-2
1,852.0,2.0,Porirua North,health_services,population,4,#22A784,2-4
2,0.0,4.0,Porirua North,health_services,population,4,#29788E,4-6
3,1422.0,6.0,Porirua North,health_services,population,4,#404387,6-8
4,0.0,8.0,Porirua North,health_services,population,4,#440154,8+
5,0.0,,Porirua North,health_services,population,4,black,isolated
0,0.0,0.0,Titahi Bay,health_services,population,4,#79D151,0-2
1,156.0,2.0,Titahi Bay,health_services,population,4,#22A784,2-4
2,5268.0,4.0,Titahi Bay,health_services,population,4,#29788E,4-6
3,0.0,6.0,Titahi Bay,health_services,population,4,#404387,6-8
4,0.0,8.0,Titahi Bay,health_services,population,4,#440154,8+
5,0.0,,Titahi Bay,health_services,population,4,black,isolated
0,15297.0,0.0,Porirua East,health_services,population,4,#79D151,0-2
1,12363.0,2.0,Porirua East,health_services,population,4,#22A784,2-4
2,7218.0,4.0,Porirua East,health_services,population,4,#29788E,4-6
3,0.0,6.0,Porirua East,health_services,population,4,#404387,6-8
4,0.0,8.0,Porirua East,health_services,population,4,#440154,8+
5,0.0,,Porirua East,health_services,population,4,black,isolated
0,726.0,0.0,Porirua CBD,health_services,population,4,#79D151,0-2
1,1611.0,2.0,Porirua CBD,health_services,population,4,#22A784,2-4
2,0.0,4.0,Porirua CBD,health_services,population,4,#29788E,4-6
3,0.0,6.0,Porirua CBD,health_services,population,4,#404387,6-8
4,0.0,8.0,Porirua CBD,health_services,population,4,#440154,8+
5,0.0,,Porirua CBD,health_services,population,4,black,isolated
0,0.0,0.0,Petone,health_services,population,4,#79D151,0-2
1,1485.0,2.0,Petone,health_services,population,4,#22A784,2-4
2,4362.0,4.0,Petone,health_services,population,4,#29788E,4-6
3,0.0,6.0,Petone,health_services,population,4,#404387,6-8
4,0.0,8.0,Petone,health_services,population,4,#440154,8+
5,0.0,,Petone,health_services,population,4,black,isolated
0,19626.0,0.0,Lower Hutt,health_services,population,4,#79D151,0-2
1,19449.0,2.0,Lower Hutt,health_services,population,4,#22A784,2-4
2,5532.0,4.0,Lower Hutt,health_services,population,4,#29788E,4-6
3,0.0,6.0,Lower Hutt,health_services,population,4,#404387,6-8
4,0.0,8.0,Lower Hutt,health_services,population,4,#440154,8+
5,0.0,,Lower Hutt,health_services,population,4,black,isolated
0,0.0,0.0,Western Hutt Hills,health_services,population,4,#79D151,0-2
1,630.0,2.0,Western Hutt Hills,health_services,population,4,#22A784,2-4
2,2982.0,4.0,Western Hutt Hills,health_services,population,4,#29788E,4-6
3,2811.0,6.0,Western Hutt Hills,health_services,population,4,#404387,6-8
4,0.0,8.0,Western Hutt Hills,health_services,population,4,#440154,8+
5,0.0,,Western Hutt Hills,health_services,population,4,black,isolated
0,14727.0,0.0,Karori,health_services,population,4,#79D151,0-2
1,2979.0,2.0,Karori,health_services,population,4,#22A784,2-4
2,0.0,4.0,Karori,health_services,population,4,#29788E,4-6
3,0.0,6.0,Karori,health_services,population,4,#404387,6-8
4,0.0,8.0,Karori,health_services,population,4,#440154,8+
5,0.0,,Karori,health_services,population,4,black,isolated
0,24240.0,0.0,Johnsonville,health_services,population,4,#79D151,0-2
1,5685.0,2.0,Johnsonville,health_services,population,4,#22A784,2-4
2,765.0,4.0,Johnsonville,health_services,population,4,#29788E,4-6
3,0.0,6.0,Johnsonville,health_services,population,4,#404387,6-8
4,0.0,8.0,Johnsonville,health_services,population,4,#440154,8+
5,0.0,,Johnsonville,health_services,population,4,black,isolated
0,28290.0,0.0,Newtown,health_services,population,4,#79D151,0-2
1,10323.0,2.0,Newtown,health_services,population,4,#22A784,2-4
2,0.0,4.0,Newtown,health_services,population,4,#29788E,4-6
3,0.0,6.0,Newtown,health_services,population,4,#404387,6-8
4,0.0,8.0,Newtown,health_services,population,4,#440154,8+
5,0.0,,Newtown,health_services,population,4,black,isolated
0,0.0,0.0,Stokes Valley,health_services,population,4,#79D151,0-2
1,0.0,2.0,Stokes Valley,health_services,population,4,#22A784,2-4
2,0.0,4.0,Stokes Valley,health_services,population,4,#29788E,4-6
3,147.0,6.0,Stokes Valley,health_services,population,4,#404387,6-8
4,8469.0,8.0,Stokes Valley,health_services,population,4,#440154,8+
5,0.0,,Stokes Valley,health_services,population,4,black,isolated
0,1005.0,0.0,Eastbourne,health_services,population,4,#79D151,0-2
1,105.0,2.0,Eastbourne,health_services,population,4,#22A784,2-4
2,198.0,4.0,Eastbourne,health_services,population,4,#29788E,4-6
3,0.0,6.0,Eastbourne,health_services,population,4,#404387,6-8
4,0.0,8.0,Eastbourne,health_services,population,4,#440154,8+
5,0.0,,Eastbourne,health_services,population,4,black,isolated
0,10494.0,0.0,Tawa,health_services,population,4,#79D151,0-2
1,822.0,2.0,Tawa,health_services,population,4,#22A784,2-4
2,90.0,4.0,Tawa,health_services,population,4,#29788E,4-6
3,0.0,6.0,Tawa,health_services,population,4,#404387,6-8
4,0.0,8.0,Tawa,health_services,population,4,#440154,8+
5,0.0,,Tawa,health_services,population,4,black,isolated
0,14730.0,0.0,Wellington Western Suburbs,health_services,population,4,#79D151,0-2
1,4029.0,2.0,Wellington Western Suburbs,health_services,population,4,#22A784,2-4
2,0.0,4.0,Wellington Western Suburbs,health_services,population,4,#29788E,4-6
3,0.0,6.0,Wellington Western Suburbs,health_services,population,4,#404387,6-8
4,0.0,8.0,Wellington Western Suburbs,health_services,population,4,#440154,8+
5,0.0,,Wellington Western Suburbs,health_services,population,4,black,isolated
0,7233.0,0.0,Wellington Southern Suburbs,health_services,population,4,#79D151,0-2
1,2160.0,2.0,Wellington Southern Suburbs,health_services,population,4,#22A784,2-4
2,198.0,4.0,Wellington Southern Suburbs,health_services,population,4,#29788E,4-6
3,0.0,6.0,Wellington Southern Suburbs,health_services,population,4,#404387,6-8
4,0.0,8.0,Wellington Southern Suburbs,health_services,population,4,#440154,8+
5,0.0,,Wellington Southern Suburbs,health_services,population,4,black,isolated
0,138.0,0.0,Wellington Airport,health_services,population,4,#79D151,0-2
1,0.0,2.0,Wellington Airport,health_services,population,4,#22A784,2-4
2,0.0,4.0,Wellington Airport,health_services,population,4,#29788E,4-6
3,0.0,6.0,Wellington Airport,health_services,population,4,#404387,6-8
4,0.0,8.0,Wellington Airport,health_services,population,4,#440154,8+
5,0.0,,Wellington Airport,health_services,population,4,black,isolated
0,286635.0,0.0,All,water,population,4,#79D151,0-1
1,48171.0,1.0,All,water,population,4,#22A784,1-2
2,2667.0,2.0,All,water,population,4,#29788E,2-3
3,459.0,3.0,All,water,population,4,#404387,3-4
4,45912.0,4.0,All,water,population,4,#440154,4+
5,0.0,,All,water,population,4,black,isolated
0,0.0,0.0,Kapiti Coast,water,population,4,#79D151,0-1
1,0.0,1.0,Kapiti Coast,water,population,4,#22A784,1-2
2,0.0,2.0,Kapiti Coast,water,population,4,#29788E,2-3
3,0.0,3.0,Kapiti Coast,water,population,4,#404387,3-4
4,39939.0,4.0,Kapiti Coast,water,population,4,#440154,4+
5,0.0,,Kapiti Coast,water,population,4,black,isolated
0,0.0,0.0,Levin,water,population,4,#79D151,0-1
1,0.0,1.0,Levin,water,population,4,#22A784,1-2
2,0.0,2.0,Levin,water,population,4,#29788E,2-3
3,0.0,3.0,Levin,water,population,4,#404387,3-4
4,5535.0,4.0,Levin,water,population,4,#440154,4+
5,0.0,,Levin,water,population,4,black,isolated
0,13272.0,0.0,Miramar,water,population,4,#79D151,0-1
1,1071.0,1.0,Miramar,water,population,4,#22A784,1-2
2,0.0,2.0,Miramar,water,population,4,#29788E,2-3
3,0.0,3.0,Miramar,water,population,4,#404387,3-4
4,0.0,4.0,Miramar,water,population,4,#440154,4+
5,0.0,,Miramar,water,population,4,black,isolated
0,30312.0,0.0,Upper Hutt,water,population,4,#79D151,0-1
1,8757.0,1.0,Upper Hutt,water,population,4,#22A784,1-2
2,1911.0,2.0,Upper Hutt,water,population,4,#29788E,2-3
3,459.0,3.0,Upper Hutt,water,population,4,#404387,3-4
4,348.0,4.0,Upper Hutt,water,population,4,#440154,4+
5,0.0,,Upper Hutt,water,population,4,black,isolated
0,14538.0,0.0,Wainuiomata,water,population,4,#79D151,0-1
1,3147.0,1.0,Wainuiomata,water,population,4,#22A784,1-2
2,0.0,2.0,Wainuiomata,water,population,4,#29788E,2-3
3,0.0,3.0,Wainuiomata,water,population,4,#404387,3-4
4,0.0,4.0,Wainuiomata,water,population,4,#440154,4+
5,0.0,,Wainuiomata,water,population,4,black,isolated
0,21582.0,0.0,Wellington RORO & CBD,water,population,4,#79D151,0-1
1,2217.0,1.0,Wellington RORO & CBD,water,population,4,#22A784,1-2
2,0.0,2.0,Wellington RORO & CBD,water,population,4,#29788E,2-3
3,0.0,3.0,Wellington RORO & CBD,water,population,4,#404387,3-4
4,0.0,4.0,Wellington RORO & CBD,water,population,4,#440154,4+
5,0.0,,Wellington RORO & CBD,water,population,4,black,isolated
0,3075.0,0.0,Porirua North,water,population,4,#79D151,0-1
1,1338.0,1.0,Porirua North,water,population,4,#22A784,1-2
2,0.0,2.0,Porirua North,water,population,4,#29788E,2-3
3,0.0,3.0,Porirua North,water,population,4,#404387,3-4
4,0.0,4.0,Porirua North,water,population,4,#440154,4+
5,0.0,,Porirua North,water,population,4,black,isolated
0,4332.0,0.0,Titahi Bay,water,population,4,#79D151,0-1
1,1092.0,1.0,Titahi Bay,water,population,4,#22A784,1-2
2,0.0,2.0,Titahi Bay,water,population,4,#29788E,2-3
3,0.0,3.0,Titahi Bay,water,population,4,#404387,3-4
4,0.0,4.0,Titahi Bay,water,population,4,#440154,4+
5,0.0,,Titahi Bay,water,population,4,black,isolated
0,22308.0,0.0,Porirua East,water,population,4,#79D151,0-1
1,12141.0,1.0,Porirua East,water,population,4,#22A784,1-2
2,429.0,2.0,Porirua East,water,population,4,#29788E,2-3
3,0.0,3.0,Porirua East,water,population,4,#404387,3-4
4,0.0,4.0,Porirua East,water,population,4,#440154,4+
5,0.0,,Porirua East,water,population,4,black,isolated
0,1506.0,0.0,Porirua CBD,water,population,4,#79D151,0-1
1,831.0,1.0,Porirua CBD,water,population,4,#22A784,1-2
2,0.0,2.0,Porirua CBD,water,population,4,#29788E,2-3
3,0.0,3.0,Porirua CBD,water,population,4,#404387,3-4
4,0.0,4.0,Porirua CBD,water,population,4,#440154,4+
5,0.0,,Porirua CBD,water,population,4,black,isolated
0,5847.0,0.0,Petone,water,population,4,#79D151,0-1
1,0.0,1.0,Petone,water,population,4,#22A784,1-2
2,0.0,2.0,Petone,water,population,4,#29788E,2-3
3,0.0,3.0,Petone,water,population,4,#404387,3-4
4,0.0,4.0,Petone,water,population,4,#440154,4+
5,0.0,,Petone,water,population,4,black,isolated
0,41892.0,0.0,Lower Hutt,water,population,4,#79D151,0-1
1,2715.0,1.0,Lower Hutt,water,population,4,#22A784,1-2
2,0.0,2.0,Lower Hutt,water,population,4,#29788E,2-3
3,0.0,3.0,Lower Hutt,water,population,4,#404387,3-4
4,0.0,4.0,Lower Hutt,water,population,4,#440154,4+
5,0.0,,Lower Hutt,water,population,4,black,isolated
0,6423.0,0.0,Western Hutt Hills,water,population,4,#79D151,0-1
1,0.0,1.0,Western Hutt Hills,water,population,4,#22A784,1-2
2,0.0,2.0,Western Hutt Hills,water,population,4,#29788E,2-3
3,0.0,3.0,Western Hutt Hills,water,population,4,#404387,3-4
4,0.0,4.0,Western Hutt Hills,water,population,4,#440154,4+
5,0.0,,Western Hutt Hills,water,population,4,black,isolated
0,16440.0,0.0,Karori,water,population,4,#79D151,0-1
1,1266.0,1.0,Karori,water,population,4,#22A784,1-2
2,0.0,2.0,Karori,water,population,4,#29788E,2-3
3,0.0,3.0,Karori,water,population,4,#404387,3-4
4,0.0,4.0,Karori,water,population,4,#440154,4+
5,0.0,,Karori,water,population,4,black,isolated
0,25941.0,0.0,Johnsonville,water,population,4,#79D151,0-1
1,4620.0,1.0,Johnsonville,water,population,4,#22A784,1-2
2,129.0,2.0,Johnsonville,water,population,4,#29788E,2-3
3,0.0,3.0,Johnsonville,water,population,4,#404387,3-4
4,0.0,4.0,Johnsonville,water,population,4,#440154,4+
5,0.0,,Johnsonville,water,population,4,black,isolated
0,36723.0,0.0,Newtown,water,population,4,#79D151,0-1
1,1890.0,1.0,Newtown,water,population,4,#22A784,1-2
2,0.0,2.0,Newtown,water,population,4,#29788E,2-3
3,0.0,3.0,Newtown,water,population,4,#404387,3-4
4,0.0,4.0,Newtown,water,population,4,#440154,4+
5,0.0,,Newtown,water,population,4,black,isolated
0,6822.0,0.0,Stokes Valley,water,population,4,#79D151,0-1
1,1794.0,1.0,Stokes Valley,water,population,4,#22A784,1-2
2,0.0,2.0,Stokes Valley,water,population,4,#29788E,2-3
3,0.0,3.0,Stokes Valley,water,population,4,#404387,3-4
4,0.0,4.0,Stokes Valley,water,population,4,#440154,4+
5,0.0,,Stokes Valley,water,population,4,black,isolated
0,1308.0,0.0,Eastbourne,water,population,4,#79D151,0-1
1,0.0,1.0,Eastbourne,water,population,4,#22A784,1-2
2,0.0,2.0,Eastbourne,water,population,4,#29788E,2-3
3,0.0,3.0,Eastbourne,water,population,4,#404387,3-4
4,0.0,4.0,Eastbourne,water,population,4,#440154,4+
5,0.0,,Eastbourne,water,population,4,black,isolated
0,9777.0,0.0,Tawa,water,population,4,#79D151,0-1
1,1539.0,1.0,Tawa,water,population,4,#22A784,1-2
2,0.0,2.0,Tawa,water,population,4,#29788E,2-3
3,0.0,3.0,Tawa,water,population,4,#404387,3-4
4,90.0,4.0,Tawa,water,population,4,#440154,4+
5,0.0,,Tawa,water,population,4,black,isolated
0,16551.0,0.0,Wellington Western Suburbs,water,population,4,#79D151,0-1
1,2208.0,1.0,Wellington Western Suburbs,water,population,4,#22A784,1-2
2,0.0,2.0,Wellington Western Suburbs,water,population,4,#29788E,2-3
3,0.0,3.0,Wellington Western Suburbs,water,population,4,#404387,3-4
4,0.0,4.0,Wellington Western Suburbs,water,population,4,#440154,4+
5,0.0,,Wellington Western Suburbs,water,population,4,black,isolated
0,7986.0,0.0,Wellington Southern Suburbs,water,population,4,#79D151,0-1
1,1407.0,1.0,Wellington Southern Suburbs,water,population,4,#22A784,1-2
2,198.0,2.0,Wellington Southern Suburbs,water,population,4,#29788E,2-3
3,0.0,3.0,Wellington Southern Suburbs,water,population,4,#404387,3-4
4,0.0,4.0,Wellington Southern Suburbs,water,population,4,#440154,4+
5,0.0,,Wellington Southern Suburbs,water,population,4,black,isolated
0,0.0,0.0,Wellington Airport,water,population,4,#79D151,0-1
1,138.0,1.0,Wellington Airport,water,population,4,#22A784,1-2
2,0.0,2.0,Wellington Airport,water,population,4,#29788E,2-3
3,0.0,3.0,Wellington Airport,water,population,4,#404387,3-4
4,0.0,4.0,Wellington Airport,water,population,4,#440154,4+
5,0.0,,Wellington Airport,water,population,4,black,isolated
0,35181.0,0.0,All,EM_hubs,difficulty_walking,4,#79D151,0-2
1,4482.0,2.0,All,EM_hubs,difficulty_walking,4,#22A784,2-4
2,351.0,4.0,All,EM_hubs,difficulty_walking,4,#29788E,4-6
3,180.0,6.0,All,EM_hubs,difficulty_walking,4,#404387,6-8
4,93.0,8.0,All,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,All,EM_hubs,difficulty_walking,4,black,isolated
0,3933.0,0.0,Kapiti Coast,EM_hubs,difficulty_walking,4,#79D151,0-2
1,1779.0,2.0,Kapiti Coast,EM_hubs,difficulty_walking,4,#22A784,2-4
2,321.0,4.0,Kapiti Coast,EM_hubs,difficulty_walking,4,#29788E,4-6
3,165.0,6.0,Kapiti Coast,EM_hubs,difficulty_walking,4,#404387,6-8
4,93.0,8.0,Kapiti Coast,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Kapiti Coast,EM_hubs,difficulty_walking,4,black,isolated
0,516.0,0.0,Levin,EM_hubs,difficulty_walking,4,#79D151,0-2
1,312.0,2.0,Levin,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Levin,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Levin,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Levin,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Levin,EM_hubs,difficulty_walking,4,black,isolated
0,1395.0,0.0,Miramar,EM_hubs,difficulty_walking,4,#79D151,0-2
1,84.0,2.0,Miramar,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Miramar,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Miramar,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Miramar,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Miramar,EM_hubs,difficulty_walking,4,black,isolated
0,4725.0,0.0,Upper Hutt,EM_hubs,difficulty_walking,4,#79D151,0-2
1,486.0,2.0,Upper Hutt,EM_hubs,difficulty_walking,4,#22A784,2-4
2,24.0,4.0,Upper Hutt,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Upper Hutt,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Upper Hutt,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Upper Hutt,EM_hubs,difficulty_walking,4,black,isolated
0,2157.0,0.0,Wainuiomata,EM_hubs,difficulty_walking,4,#79D151,0-2
1,0.0,2.0,Wainuiomata,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Wainuiomata,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Wainuiomata,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Wainuiomata,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Wainuiomata,EM_hubs,difficulty_walking,4,black,isolated
0,1332.0,0.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,4,#79D151,0-2
1,0.0,2.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Wellington RORO & CBD,EM_hubs,difficulty_walking,4,black,isolated
0,264.0,0.0,Porirua North,EM_hubs,difficulty_walking,4,#79D151,0-2
1,87.0,2.0,Porirua North,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Porirua North,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Porirua North,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Porirua North,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Porirua North,EM_hubs,difficulty_walking,4,black,isolated
0,657.0,0.0,Titahi Bay,EM_hubs,difficulty_walking,4,#79D151,0-2
1,0.0,2.0,Titahi Bay,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Titahi Bay,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Titahi Bay,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Titahi Bay,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Titahi Bay,EM_hubs,difficulty_walking,4,black,isolated
0,2925.0,0.0,Porirua East,EM_hubs,difficulty_walking,4,#79D151,0-2
1,675.0,2.0,Porirua East,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Porirua East,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Porirua East,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Porirua East,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Porirua East,EM_hubs,difficulty_walking,4,black,isolated
0,0.0,0.0,Porirua CBD,EM_hubs,difficulty_walking,4,#79D151,0-2
1,282.0,2.0,Porirua CBD,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Porirua CBD,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Porirua CBD,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Porirua CBD,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Porirua CBD,EM_hubs,difficulty_walking,4,black,isolated
0,567.0,0.0,Petone,EM_hubs,difficulty_walking,4,#79D151,0-2
1,0.0,2.0,Petone,EM_hubs,difficulty_walking,4,#22A784,2-4
2,0.0,4.0,Petone,EM_hubs,difficulty_walking,4,#29788E,4-6
3,0.0,6.0,Petone,EM_hubs,difficulty_walking,4,#404387,6-8
4,0.0,8.0,Petone,EM_hubs,difficulty_walking,4,#440154,8+
5,0.0,,Petone,EM_hubs,difficulty_walking,4,black,isolated
0,5442.0,0.0,Lower Hutt,EM_hubs,difficulty_walking,4,#79D151,0-2
